"","대여소ID","총대여건수","구분","대여소명.x","대여일자","대여건수","대여소주소","위도","경도","기준시작일자","거치대수","temp","freqByBike","freqByBike_total"
"2211",560,4754,"성동구","560. 비전교회 앞",201903,797,"서울특별시 성동구 동일로 213",37.551205,127.068932,"42557.5",8,1,99.6,594.2
"2212",561,4691,"성동구","561. 서울숲역 2번출구 앞",201905,1777,"서울특별시 성동구 왕십리로 64",37.542816,127.04467,"42557.5",10,1,177.7,469.1
"2213",561,4691,"성동구","561. 서울숲역 2번출구 앞",201903,676,"서울특별시 성동구 왕십리로 64",37.542816,127.04467,"42557.5",10,1,67.6,469.1
"2214",561,4691,"성동구","561. 서울숲역 2번출구 앞",201904,1212,"서울특별시 성동구 왕십리로 64",37.542816,127.04467,"42557.5",10,1,121.2,469.1
"2215",561,4691,"성동구","561. 서울숲역 2번출구 앞",201902,290,"서울특별시 성동구 왕십리로 64",37.542816,127.04467,"42557.5",10,1,29,469.1
"2216",561,4691,"성동구","561. 서울숲역 2번출구 앞",201812,370,"서울특별시 성동구 왕십리로 64",37.542816,127.04467,"42557.5",10,1,37,469.1
"2217",561,4691,"성동구","561. 서울숲역 2번출구 앞",201901,366,"서울특별시 성동구 왕십리로 64",37.542816,127.04467,"42557.5",10,1,36.6,469.1
"2218",562,3892,"성동구","562. 군자지하보도 앞",201903,529,"서울특별시 성동구 동일로 313",37.559246,127.07341,"42557.5",10,1,52.9,389.2
"2219",562,3892,"성동구","562. 군자지하보도 앞",201904,962,"서울특별시 성동구 동일로 313",37.559246,127.07341,"42557.5",10,1,96.2,389.2
"2220",562,3892,"성동구","562. 군자지하보도 앞",201901,352,"서울특별시 성동구 동일로 313",37.559246,127.07341,"42557.5",10,1,35.2,389.2
"2221",562,3892,"성동구","562. 군자지하보도 앞",201905,1473,"서울특별시 성동구 동일로 313",37.559246,127.07341,"42557.5",10,1,147.3,389.2
"2222",562,3892,"성동구","562. 군자지하보도 앞",201812,278,"서울특별시 성동구 동일로 313",37.559246,127.07341,"42557.5",10,1,27.8,389.2
"2223",562,3892,"성동구","562. 군자지하보도 앞",201902,298,"서울특별시 성동구 동일로 313",37.559246,127.07341,"42557.5",10,1,29.8,389.2
"2224",563,6713,"성동구","563. 성동세무서 건너편",201904,1397,"서울특별시 성동구 광나루로 302",37.547913,127.062752,"42557.5",10,1,139.7,671.3
"2225",563,6713,"성동구","563. 성동세무서 건너편",201902,675,"서울특별시 성동구 광나루로 302",37.547913,127.062752,"42557.5",10,1,67.5,671.3
"2226",563,6713,"성동구","563. 성동세무서 건너편",201905,1804,"서울특별시 성동구 광나루로 302",37.547913,127.062752,"42557.5",10,1,180.4,671.3
"2227",563,6713,"성동구","563. 성동세무서 건너편",201901,900,"서울특별시 성동구 광나루로 302",37.547913,127.062752,"42557.5",10,1,90,671.3
"2228",563,6713,"성동구","563. 성동세무서 건너편",201812,890,"서울특별시 성동구 광나루로 302",37.547913,127.062752,"42557.5",10,1,89,671.3
"2229",563,6713,"성동구","563. 성동세무서 건너편",201903,1047,"서울특별시 성동구 광나루로 302",37.547913,127.062752,"42557.5",10,1,104.7,671.3
"2230",564,587,"성동구","564. 금호역 3번출구",201903,72,"서울특별시 성동구 동호로 99",37.547928,127.015572,"42557.5",15,1,4.8,39.1
"2231",564,587,"성동구","564. 금호역 3번출구",201905,178,"서울특별시 성동구 동호로 99",37.547928,127.015572,"42557.5",15,1,11.9,39.1
"2232",564,587,"성동구","564. 금호역 3번출구",201812,86,"서울특별시 성동구 동호로 99",37.547928,127.015572,"42557.5",15,1,5.7,39.1
"2233",564,587,"성동구","564. 금호역 3번출구",201904,141,"서울특별시 성동구 동호로 99",37.547928,127.015572,"42557.5",15,1,9.4,39.1
"2234",564,587,"성동구","564. 금호역 3번출구",201902,48,"서울특별시 성동구 동호로 99",37.547928,127.015572,"42557.5",15,1,3.2,39.1
"2235",564,587,"성동구","564. 금호역 3번출구",201901,62,"서울특별시 성동구 동호로 99",37.547928,127.015572,"42557.5",15,1,4.1,39.1
"2236",565,10360,"성동구","565. 옥수역 3번출구",201902,644,"서울특별시 성동구 한림말길 56",37.541363,127.017662,"42557.5",20,1,32.2,518
"2237",565,10360,"성동구","565. 옥수역 3번출구",201901,599,"서울특별시 성동구 한림말길 56",37.541363,127.017662,"42557.5",20,1,29.9,518
"2238",565,10360,"성동구","565. 옥수역 3번출구",201904,2524,"서울특별시 성동구 한림말길 56",37.541363,127.017662,"42557.5",20,1,126.2,518
"2239",565,10360,"성동구","565. 옥수역 3번출구",201905,4544,"서울특별시 성동구 한림말길 56",37.541363,127.017662,"42557.5",20,1,227.2,518
"2240",565,10360,"성동구","565. 옥수역 3번출구",201903,1400,"서울특별시 성동구 한림말길 56",37.541363,127.017662,"42557.5",20,1,70,518
"2241",565,10360,"성동구","565. 옥수역 3번출구",201812,649,"서울특별시 성동구 한림말길 56",37.541363,127.017662,"42557.5",20,1,32.5,518
"2242",567,11020,"성동구","567. 성수역 2번출구 앞",201901,1293,"서울특별시 성동구 아차산로 113",37.54459,127.057083,"42557.5",15,1,86.2,734.7
"2243",567,11020,"성동구","567. 성수역 2번출구 앞",201904,2494,"서울특별시 성동구 아차산로 113",37.54459,127.057083,"42557.5",15,1,166.3,734.7
"2244",567,11020,"성동구","567. 성수역 2번출구 앞",201902,1026,"서울특별시 성동구 아차산로 113",37.54459,127.057083,"42557.5",15,1,68.4,734.7
"2245",567,11020,"성동구","567. 성수역 2번출구 앞",201905,3344,"서울특별시 성동구 아차산로 113",37.54459,127.057083,"42557.5",15,1,222.9,734.7
"2246",567,11020,"성동구","567. 성수역 2번출구 앞",201903,1844,"서울특별시 성동구 아차산로 113",37.54459,127.057083,"42557.5",15,1,122.9,734.7
"2247",567,11020,"성동구","567. 성수역 2번출구 앞",201812,1019,"서울특별시 성동구 아차산로 113",37.54459,127.057083,"42557.5",15,1,67.9,734.7
"2248",568,9124,"성동구","568. 청계8가사거리 부근",201901,896,"서울특별시 동대문구 청계천로 417",37.571102,127.02356,"42557.5",10,1,89.6,912.4
"2249",568,9124,"성동구","568. 청계8가사거리 부근",201812,998,"서울특별시 동대문구 청계천로 417",37.571102,127.02356,"42557.5",10,1,99.8,912.4
"2250",568,9124,"성동구","568. 청계8가사거리 부근",201903,1465,"서울특별시 동대문구 청계천로 417",37.571102,127.02356,"42557.5",10,1,146.5,912.4
"2251",568,9124,"성동구","568. 청계8가사거리 부근",201905,2980,"서울특별시 동대문구 청계천로 417",37.571102,127.02356,"42557.5",10,1,298,912.4
"2252",568,9124,"성동구","568. 청계8가사거리 부근",201902,790,"서울특별시 동대문구 청계천로 417",37.571102,127.02356,"42557.5",10,1,79,912.4
"2253",568,9124,"성동구","568. 청계8가사거리 부근",201904,1995,"서울특별시 동대문구 청계천로 417",37.571102,127.02356,"42557.5",10,1,199.5,912.4
"2254",569,875,"성동구","569. 응봉현대아파트 정류소",201902,60,"서울특별시 성동구 독서당로 381",37.549583,127.030243,"42557.5",10,1,6,87.5
"2255",569,875,"성동구","569. 응봉현대아파트 정류소",201812,82,"서울특별시 성동구 독서당로 381",37.549583,127.030243,"42557.5",10,1,8.2,87.5
"2256",569,875,"성동구","569. 응봉현대아파트 정류소",201901,88,"서울특별시 성동구 독서당로 381",37.549583,127.030243,"42557.5",10,1,8.8,87.5
"2257",569,875,"성동구","569. 응봉현대아파트 정류소",201905,278,"서울특별시 성동구 독서당로 381",37.549583,127.030243,"42557.5",10,1,27.8,87.5
"2258",569,875,"성동구","569. 응봉현대아파트 정류소",201904,222,"서울특별시 성동구 독서당로 381",37.549583,127.030243,"42557.5",10,1,22.2,87.5
"2259",569,875,"성동구","569. 응봉현대아파트 정류소",201903,145,"서울특별시 성동구 독서당로 381",37.549583,127.030243,"42557.5",10,1,14.5,87.5
"2260",571,7405,"광진구","571. 어린이대공원역6번출구",201901,674,"서울특별시 광진구 군자로 74",37.548496,127.07476,"42557.5",20,1,33.7,370.2
"2261",571,7405,"광진구","571. 어린이대공원역6번출구",201902,640,"서울특별시 광진구 군자로 74",37.548496,127.07476,"42557.5",20,1,32,370.2
"2262",571,7405,"광진구","571. 어린이대공원역6번출구",201904,1906,"서울특별시 광진구 군자로 74",37.548496,127.07476,"42557.5",20,1,95.3,370.2
"2263",571,7405,"광진구","571. 어린이대공원역6번출구",201905,2102,"서울특별시 광진구 군자로 74",37.548496,127.07476,"42557.5",20,1,105.1,370.2
"2264",571,7405,"광진구","571. 어린이대공원역6번출구",201812,718,"서울특별시 광진구 군자로 74",37.548496,127.07476,"42557.5",20,1,35.9,370.2
"2265",571,7405,"광진구","571. 어린이대공원역6번출구",201903,1365,"서울특별시 광진구 군자로 74",37.548496,127.07476,"42557.5",20,1,68.2,370.2
"2266",572,1640,"광진구","572. 국립정신 건강센터 앞",201905,573,"서울특별시 광진구 능동로 398",37.56538,127.08651,"42557.5",20,1,28.6,82
"2267",572,1640,"광진구","572. 국립정신 건강센터 앞",201812,142,"서울특별시 광진구 능동로 398",37.56538,127.08651,"42557.5",20,1,7.1,82
"2268",572,1640,"광진구","572. 국립정신 건강센터 앞",201901,116,"서울특별시 광진구 능동로 398",37.56538,127.08651,"42557.5",20,1,5.8,82
"2269",572,1640,"광진구","572. 국립정신 건강센터 앞",201902,146,"서울특별시 광진구 능동로 398",37.56538,127.08651,"42557.5",20,1,7.3,82
"2270",572,1640,"광진구","572. 국립정신 건강센터 앞",201904,365,"서울특별시 광진구 능동로 398",37.56538,127.08651,"42557.5",20,1,18.2,82
"2271",572,1640,"광진구","572. 국립정신 건강센터 앞",201903,298,"서울특별시 광진구 능동로 398",37.56538,127.08651,"42557.5",20,1,14.9,82
"2272",573,6557,"광진구","573. 구의문주차장 앞",201905,2150,"서울특별시 광진구 능동로 216",37.545231,127.084732,"42557.5",10,1,215,655.7
"2273",573,6557,"광진구","573. 구의문주차장 앞",201901,670,"서울특별시 광진구 능동로 216",37.545231,127.084732,"42557.5",10,1,67,655.7
"2274",573,6557,"광진구","573. 구의문주차장 앞",201812,767,"서울특별시 광진구 능동로 216",37.545231,127.084732,"42557.5",10,1,76.7,655.7
"2275",573,6557,"광진구","573. 구의문주차장 앞",201904,1553,"서울특별시 광진구 능동로 216",37.545231,127.084732,"42557.5",10,1,155.3,655.7
"2276",573,6557,"광진구","573. 구의문주차장 앞",201902,511,"서울특별시 광진구 능동로 216",37.545231,127.084732,"42557.5",10,1,51.1,655.7
"2277",573,6557,"광진구","573. 구의문주차장 앞",201903,906,"서울특별시 광진구 능동로 216",37.545231,127.084732,"42557.5",10,1,90.6,655.7
"2278",574,7584,"광진구","574. 아차산역4번출구",201812,586,"서울특별시 광진구 능동로 216",37.551849,127.088982,"42557.5",40,1,14.7,189.6
"2279",574,7584,"광진구","574. 아차산역4번출구",201902,720,"서울특별시 광진구 능동로 216",37.551849,127.088982,"42557.5",40,1,18,189.6
"2280",574,7584,"광진구","574. 아차산역4번출구",201904,1923,"서울특별시 광진구 능동로 216",37.551849,127.088982,"42557.5",40,1,48.1,189.6
"2281",574,7584,"광진구","574. 아차산역4번출구",201905,2444,"서울특별시 광진구 능동로 216",37.551849,127.088982,"42557.5",40,1,61.1,189.6
"2282",574,7584,"광진구","574. 아차산역4번출구",201901,632,"서울특별시 광진구 능동로 216",37.551849,127.088982,"42557.5",40,1,15.8,189.6
"2283",574,7584,"광진구","574. 아차산역4번출구",201903,1279,"서울특별시 광진구 능동로 216",37.551849,127.088982,"42557.5",40,1,32,189.6
"2284",575,895,"광진구","575. 중앙농협 중곡지점",201901,72,"서울특별시 광진구 용마산로 120",37.564293,127.086937,"42557.5",10,1,7.2,89.5
"2285",575,895,"광진구","575. 중앙농협 중곡지점",201812,96,"서울특별시 광진구 용마산로 120",37.564293,127.086937,"42557.5",10,1,9.6,89.5
"2286",575,895,"광진구","575. 중앙농협 중곡지점",201902,55,"서울특별시 광진구 용마산로 120",37.564293,127.086937,"42557.5",10,1,5.5,89.5
"2287",575,895,"광진구","575. 중앙농협 중곡지점",201903,128,"서울특별시 광진구 용마산로 120",37.564293,127.086937,"42557.5",10,1,12.8,89.5
"2288",575,895,"광진구","575. 중앙농협 중곡지점",201905,334,"서울특별시 광진구 용마산로 120",37.564293,127.086937,"42557.5",10,1,33.4,89.5
"2289",575,895,"광진구","575. 중앙농협 중곡지점",201904,210,"서울특별시 광진구 용마산로 120",37.564293,127.086937,"42557.5",10,1,21,89.5
"2290",576,4107,"광진구","576. 광나루역 3번 출구",201812,280,"서울특별시 광진구 아차산로 552",37.54483,127.104263,"42557.5",10,1,28,410.7
"2291",576,4107,"광진구","576. 광나루역 3번 출구",201902,314,"서울특별시 광진구 아차산로 552",37.54483,127.104263,"42557.5",10,1,31.4,410.7
"2292",576,4107,"광진구","576. 광나루역 3번 출구",201901,317,"서울특별시 광진구 아차산로 552",37.54483,127.104263,"42557.5",10,1,31.7,410.7
"2293",576,4107,"광진구","576. 광나루역 3번 출구",201905,1649,"서울특별시 광진구 아차산로 552",37.54483,127.104263,"42557.5",10,1,164.9,410.7
"2294",576,4107,"광진구","576. 광나루역 3번 출구",201903,581,"서울특별시 광진구 아차산로 552",37.54483,127.104263,"42557.5",10,1,58.1,410.7
"2295",576,4107,"광진구","576. 광나루역 3번 출구",201904,966,"서울특별시 광진구 아차산로 552",37.54483,127.104263,"42557.5",10,1,96.6,410.7
"2296",577,5272,"광진구","577. 광진청소년수련관",201903,799,"서울특별시 광진구 구천면로 2",37.546547,127.106133,"42557.5",10,1,79.9,527.2
"2297",577,5272,"광진구","577. 광진청소년수련관",201901,362,"서울특별시 광진구 구천면로 2",37.546547,127.106133,"42557.5",10,1,36.2,527.2
"2298",577,5272,"광진구","577. 광진청소년수련관",201812,363,"서울특별시 광진구 구천면로 2",37.546547,127.106133,"42557.5",10,1,36.3,527.2
"2299",577,5272,"광진구","577. 광진청소년수련관",201905,2093,"서울특별시 광진구 구천면로 2",37.546547,127.106133,"42557.5",10,1,209.3,527.2
"2300",577,5272,"광진구","577. 광진청소년수련관",201902,401,"서울특별시 광진구 구천면로 2",37.546547,127.106133,"42557.5",10,1,40.1,527.2
"2301",577,5272,"광진구","577. 광진청소년수련관",201904,1254,"서울특별시 광진구 구천면로 2",37.546547,127.106133,"42557.5",10,1,125.4,527.2
"2302",578,5700,"성동구","578. 성동세무서 부근",201812,518,"서울특별시 성동구 광나루로 303-1",37.548286,127.062088,"42557.5",8,1,64.8,712.5
"2303",578,5700,"성동구","578. 성동세무서 부근",201901,551,"서울특별시 성동구 광나루로 303-1",37.548286,127.062088,"42557.5",8,1,68.9,712.5
"2304",578,5700,"성동구","578. 성동세무서 부근",201902,432,"서울특별시 성동구 광나루로 303-1",37.548286,127.062088,"42557.5",8,1,54,712.5
"2305",578,5700,"성동구","578. 성동세무서 부근",201904,1255,"서울특별시 성동구 광나루로 303-1",37.548286,127.062088,"42557.5",8,1,156.9,712.5
"2306",578,5700,"성동구","578. 성동세무서 부근",201903,913,"서울특별시 성동구 광나루로 303-1",37.548286,127.062088,"42557.5",8,1,114.1,712.5
"2307",578,5700,"성동구","578. 성동세무서 부근",201905,2031,"서울특별시 성동구 광나루로 303-1",37.548286,127.062088,"42557.5",8,1,253.9,712.5
"2308",579,4231,"성동구","579. 마장역 4번출구",201812,451,"서울특별시 성동구 마장로 292-1",37.565205,127.041847,"42557.5",8,1,56.4,528.9
"2309",579,4231,"성동구","579. 마장역 4번출구",201902,305,"서울특별시 성동구 마장로 292-1",37.565205,127.041847,"42557.5",8,1,38.1,528.9
"2310",579,4231,"성동구","579. 마장역 4번출구",201905,1465,"서울특별시 성동구 마장로 292-1",37.565205,127.041847,"42557.5",8,1,183.1,528.9
"2311",579,4231,"성동구","579. 마장역 4번출구",201903,659,"서울특별시 성동구 마장로 292-1",37.565205,127.041847,"42557.5",8,1,82.4,528.9
"2312",579,4231,"성동구","579. 마장역 4번출구",201904,970,"서울특별시 성동구 마장로 292-1",37.565205,127.041847,"42557.5",8,1,121.2,528.9
"2313",579,4231,"성동구","579. 마장역 4번출구",201901,381,"서울특별시 성동구 마장로 292-1",37.565205,127.041847,"42557.5",8,1,47.6,528.9
"2314",580,455,"성동구","580. 신금호역 3번출구 뒤",201904,122,"서울특별시 성동구 무수막길 97",37.554493,127.02021,"42557.5",6,1,20.3,75.8
"2315",580,455,"성동구","580. 신금호역 3번출구 뒤",201905,105,"서울특별시 성동구 무수막길 97",37.554493,127.02021,"42557.5",6,1,17.5,75.8
"2316",580,455,"성동구","580. 신금호역 3번출구 뒤",201901,52,"서울특별시 성동구 무수막길 97",37.554493,127.02021,"42557.5",6,1,8.7,75.8
"2317",580,455,"성동구","580. 신금호역 3번출구 뒤",201812,46,"서울특별시 성동구 무수막길 97",37.554493,127.02021,"42557.5",6,1,7.7,75.8
"2318",580,455,"성동구","580. 신금호역 3번출구 뒤",201903,76,"서울특별시 성동구 무수막길 97",37.554493,127.02021,"42557.5",6,1,12.7,75.8
"2319",580,455,"성동구","580. 신금호역 3번출구 뒤",201902,54,"서울특별시 성동구 무수막길 97",37.554493,127.02021,"42557.5",6,1,9,75.8
"2320",581,2272,"성동구","581. 용답초등학교",201904,590,"서울특별시 성동구 용답25길 1",37.561012,127.054237,"42557.5",13,1,45.4,174.8
"2321",581,2272,"성동구","581. 용답초등학교",201902,195,"서울특별시 성동구 용답25길 1",37.561012,127.054237,"42557.5",13,1,15,174.8
"2322",581,2272,"성동구","581. 용답초등학교",201903,419,"서울특별시 성동구 용답25길 1",37.561012,127.054237,"42557.5",13,1,32.2,174.8
"2323",581,2272,"성동구","581. 용답초등학교",201905,680,"서울특별시 성동구 용답25길 1",37.561012,127.054237,"42557.5",13,1,52.3,174.8
"2324",581,2272,"성동구","581. 용답초등학교",201901,223,"서울특별시 성동구 용답25길 1",37.561012,127.054237,"42557.5",13,1,17.2,174.8
"2325",581,2272,"성동구","581. 용답초등학교",201812,165,"서울특별시 성동구 용답25길 1",37.561012,127.054237,"42557.5",13,1,12.7,174.8
"2326",582,4326,"성동구","582. 경일중학교 앞",201812,391,"서울특별시 성동구 성수일로 27",37.543179,127.04908,"42557.5",10,1,39.1,432.6
"2327",582,4326,"성동구","582. 경일중학교 앞",201902,323,"서울특별시 성동구 성수일로 27",37.543179,127.04908,"42557.5",10,1,32.3,432.6
"2328",582,4326,"성동구","582. 경일중학교 앞",201901,360,"서울특별시 성동구 성수일로 27",37.543179,127.04908,"42557.5",10,1,36,432.6
"2329",582,4326,"성동구","582. 경일중학교 앞",201904,1027,"서울특별시 성동구 성수일로 27",37.543179,127.04908,"42557.5",10,1,102.7,432.6
"2330",582,4326,"성동구","582. 경일중학교 앞",201903,627,"서울특별시 성동구 성수일로 27",37.543179,127.04908,"42557.5",10,1,62.7,432.6
"2331",582,4326,"성동구","582. 경일중학교 앞",201905,1598,"서울특별시 성동구 성수일로 27",37.543179,127.04908,"42557.5",10,1,159.8,432.6
"2332",583,10318,"성동구","583. 청계천 생태교실 앞",201902,740,"서울특별시 성동구 마장로39길 51",37.56797,127.04689,"42557.5",20,1,37,515.9
"2333",583,10318,"성동구","583. 청계천 생태교실 앞",201812,524,"서울특별시 성동구 마장로39길 51",37.56797,127.04689,"42557.5",20,1,26.2,515.9
"2334",583,10318,"성동구","583. 청계천 생태교실 앞",201903,1369,"서울특별시 성동구 마장로39길 51",37.56797,127.04689,"42557.5",20,1,68.5,515.9
"2335",583,10318,"성동구","583. 청계천 생태교실 앞",201901,567,"서울특별시 성동구 마장로39길 51",37.56797,127.04689,"42557.5",20,1,28.4,515.9
"2336",583,10318,"성동구","583. 청계천 생태교실 앞",201904,2642,"서울특별시 성동구 마장로39길 51",37.56797,127.04689,"42557.5",20,1,132.1,515.9
"2337",583,10318,"성동구","583. 청계천 생태교실 앞",201905,4476,"서울특별시 성동구 마장로39길 51",37.56797,127.04689,"42557.5",20,1,223.8,515.9
"2338",584,9251,"광진구","584. 광진광장 교통섬",201902,743,"서울특별시 광진구 군자동 374-8",37.547829,127.072632,"42615.458333333336",20,1,37.1,462.6
"2339",584,9251,"광진구","584. 광진광장 교통섬",201901,895,"서울특별시 광진구 군자동 374-8",37.547829,127.072632,"42615.458333333336",20,1,44.8,462.6
"2340",584,9251,"광진구","584. 광진광장 교통섬",201905,3162,"서울특별시 광진구 군자동 374-8",37.547829,127.072632,"42615.458333333336",20,1,158.1,462.6
"2341",584,9251,"광진구","584. 광진광장 교통섬",201903,1404,"서울특별시 광진구 군자동 374-8",37.547829,127.072632,"42615.458333333336",20,1,70.2,462.6
"2342",584,9251,"광진구","584. 광진광장 교통섬",201904,2170,"서울특별시 광진구 군자동 374-8",37.547829,127.072632,"42615.458333333336",20,1,108.5,462.6
"2343",584,9251,"광진구","584. 광진광장 교통섬",201812,877,"서울특별시 광진구 군자동 374-8",37.547829,127.072632,"42615.458333333336",20,1,43.9,462.6
"2344",585,7055,"성동구","585. 성수2가1동 공영주차장 인근",201903,1018,"서울특별시 성동구 성수동2가 569-3",37.536808,127.055489,"42615.458333333336",9,1,113.1,783.9
"2345",585,7055,"성동구","585. 성수2가1동 공영주차장 인근",201901,510,"서울특별시 성동구 성수동2가 569-3",37.536808,127.055489,"42615.458333333336",9,1,56.7,783.9
"2346",585,7055,"성동구","585. 성수2가1동 공영주차장 인근",201904,1656,"서울특별시 성동구 성수동2가 569-3",37.536808,127.055489,"42615.458333333336",9,1,184,783.9
"2347",585,7055,"성동구","585. 성수2가1동 공영주차장 인근",201905,2776,"서울특별시 성동구 성수동2가 569-3",37.536808,127.055489,"42615.458333333336",9,1,308.4,783.9
"2348",585,7055,"성동구","585. 성수2가1동 공영주차장 인근",201812,574,"서울특별시 성동구 성수동2가 569-3",37.536808,127.055489,"42615.458333333336",9,1,63.8,783.9
"2349",585,7055,"성동구","585. 성수2가1동 공영주차장 인근",201902,521,"서울특별시 성동구 성수동2가 569-3",37.536808,127.055489,"42615.458333333336",9,1,57.9,783.9
"2350",586,2311,"성동구","586. 마장동 주민센터",201905,647,"서울특별시 성동구 마장로42길 14",37.565941,127.045395,"42615.458333333336",10,1,64.7,231.1
"2351",586,2311,"성동구","586. 마장동 주민센터",201812,259,"서울특별시 성동구 마장로42길 14",37.565941,127.045395,"42615.458333333336",10,1,25.9,231.1
"2352",586,2311,"성동구","586. 마장동 주민센터",201901,260,"서울특별시 성동구 마장로42길 14",37.565941,127.045395,"42615.458333333336",10,1,26,231.1
"2353",586,2311,"성동구","586. 마장동 주민센터",201903,388,"서울특별시 성동구 마장로42길 14",37.565941,127.045395,"42615.458333333336",10,1,38.8,231.1
"2354",586,2311,"성동구","586. 마장동 주민센터",201904,514,"서울특별시 성동구 마장로42길 14",37.565941,127.045395,"42615.458333333336",10,1,51.4,231.1
"2355",586,2311,"성동구","586. 마장동 주민센터",201902,243,"서울특별시 성동구 마장로42길 14",37.565941,127.045395,"42615.458333333336",10,1,24.3,231.1
"2356",587,3978,"성동구","587. 유니베라 앞",201905,1299,"서울특별시 성동구 성수동2가 276-5",37.545418,127.052643,"42633.403761574074",10,1,129.9,397.8
"2357",587,3978,"성동구","587. 유니베라 앞",201902,356,"서울특별시 성동구 성수동2가 276-5",37.545418,127.052643,"42633.403761574074",10,1,35.6,397.8
"2358",587,3978,"성동구","587. 유니베라 앞",201812,325,"서울특별시 성동구 성수동2가 276-5",37.545418,127.052643,"42633.403761574074",10,1,32.5,397.8
"2359",587,3978,"성동구","587. 유니베라 앞",201901,425,"서울특별시 성동구 성수동2가 276-5",37.545418,127.052643,"42633.403761574074",10,1,42.5,397.8
"2360",587,3978,"성동구","587. 유니베라 앞",201904,972,"서울특별시 성동구 성수동2가 276-5",37.545418,127.052643,"42633.403761574074",10,1,97.2,397.8
"2361",587,3978,"성동구","587. 유니베라 앞",201903,601,"서울특별시 성동구 성수동2가 276-5",37.545418,127.052643,"42633.403761574074",10,1,60.1,397.8
"2362",588,5640,"광진구","588. 뚝섬 유원지역",201904,1398,"서울특별시 광진구 능동로 10",37.532688,127.067497,"42713.413090277776",20,1,69.9,282
"2363",588,5640,"광진구","588. 뚝섬 유원지역",201903,739,"서울특별시 광진구 능동로 10",37.532688,127.067497,"42713.413090277776",20,1,37,282
"2364",588,5640,"광진구","588. 뚝섬 유원지역",201905,2496,"서울특별시 광진구 능동로 10",37.532688,127.067497,"42713.413090277776",20,1,124.8,282
"2365",588,5640,"광진구","588. 뚝섬 유원지역",201812,361,"서울특별시 광진구 능동로 10",37.532688,127.067497,"42713.413090277776",20,1,18.1,282
"2366",588,5640,"광진구","588. 뚝섬 유원지역",201902,340,"서울특별시 광진구 능동로 10",37.532688,127.067497,"42713.413090277776",20,1,17,282
"2367",588,5640,"광진구","588. 뚝섬 유원지역",201901,306,"서울특별시 광진구 능동로 10",37.532688,127.067497,"42713.413090277776",20,1,15.3,282
"2368",589,8857,"성동구","589. 성수역3번출구",201905,3286,"서울특별시 성동구 아차산로 100",37.544159,127.056656,"42844.669664351852",8,1,410.8,1107.1
"2369",589,8857,"성동구","589. 성수역3번출구",201904,2194,"서울특별시 성동구 아차산로 100",37.544159,127.056656,"42844.669664351852",8,1,274.2,1107.1
"2370",589,8857,"성동구","589. 성수역3번출구",201903,1318,"서울특별시 성동구 아차산로 100",37.544159,127.056656,"42844.669664351852",8,1,164.8,1107.1
"2371",589,8857,"성동구","589. 성수역3번출구",201812,740,"서울특별시 성동구 아차산로 100",37.544159,127.056656,"42844.669664351852",8,1,92.5,1107.1
"2372",589,8857,"성동구","589. 성수역3번출구",201901,655,"서울특별시 성동구 아차산로 100",37.544159,127.056656,"42844.669664351852",8,1,81.9,1107.1
"2373",589,8857,"성동구","589. 성수역3번출구",201902,664,"서울특별시 성동구 아차산로 100",37.544159,127.056656,"42844.669664351852",8,1,83,1107.1
"2374",590,15547,"광진구","590. 건국대학교 (입학정보관)",201903,2661,"서울특별시 광진구 능동로 120",37.53989,127.073364,"42977.686099537037",20,1,133.1,777.4
"2375",590,15547,"광진구","590. 건국대학교 (입학정보관)",201902,939,"서울특별시 광진구 능동로 120",37.53989,127.073364,"42977.686099537037",20,1,47,777.4
"2376",590,15547,"광진구","590. 건국대학교 (입학정보관)",201812,1500,"서울특별시 광진구 능동로 120",37.53989,127.073364,"42977.686099537037",20,1,75,777.4
"2377",590,15547,"광진구","590. 건국대학교 (입학정보관)",201904,4082,"서울특별시 광진구 능동로 120",37.53989,127.073364,"42977.686099537037",20,1,204.1,777.4
"2378",590,15547,"광진구","590. 건국대학교 (입학정보관)",201905,5241,"서울특별시 광진구 능동로 120",37.53989,127.073364,"42977.686099537037",20,1,262.1,777.4
"2379",590,15547,"광진구","590. 건국대학교 (입학정보관)",201901,1124,"서울특별시 광진구 능동로 120",37.53989,127.073364,"42977.686099537037",20,1,56.2,777.4
"2380",591,4383,"광진구","591. 건국대학교 (행정관)",201902,302,"서울특별시 광진구 능동로 120",37.542778,127.075371,"42977.687048611115",5,1,60.4,876.6
"2381",591,4383,"광진구","591. 건국대학교 (행정관)",201903,701,"서울특별시 광진구 능동로 120",37.542778,127.075371,"42977.687048611115",5,1,140.2,876.6
"2382",591,4383,"광진구","591. 건국대학교 (행정관)",201904,1189,"서울특별시 광진구 능동로 120",37.542778,127.075371,"42977.687048611115",5,1,237.8,876.6
"2383",591,4383,"광진구","591. 건국대학교 (행정관)",201812,456,"서울특별시 광진구 능동로 120",37.542778,127.075371,"42977.687048611115",5,1,91.2,876.6
"2384",591,4383,"광진구","591. 건국대학교 (행정관)",201901,311,"서울특별시 광진구 능동로 120",37.542778,127.075371,"42977.687048611115",5,1,62.2,876.6
"2385",591,4383,"광진구","591. 건국대학교 (행정관)",201905,1424,"서울특별시 광진구 능동로 120",37.542778,127.075371,"42977.687048611115",5,1,284.8,876.6
